eSIG1_FIT eTEX2_FIT eTEX1_FIT TEX2_FIT SIG2_FIT TAU2_FIT LN_K_21 SIG1_FIT eTAU1_FIT eTAU2_FIT VLSR2 VLSR1 LOGN1 RMS LOGN2 eVLSR2_FIT NCOMP VLSR2_FIT TKIN2 TKIN1 TEX1_FIT TAU1_FIT SIG1 NCOMP_FIT SIG2 eVLSR1_FIT eSIG2_FIT RMS_FIT VLSR1_FIT TMAX
0.010663068144027964 nan 10.596016479147545 nan nan nan -3.6206016287168836 0.11164196273745348 1.5825351825669827 nan -0.1102176215090125 -0.7735768896629787 14.2054424810972 0.1 13.7678765535549 nan 1 nan 15.47242677299867 16.33524788815233 18.90552642038551 1.9812339946154627 0.1127656253393875 1 0.641248015820302 0.011858685455759643 nan 0.1001957280022518 -0.7721397728320293 6.966080917505998
0.007117795762721014 nan 4.843456376766428 nan nan nan -528.5617222873215 0.1194244884533282 0.9885697893149129 nan -0.4246478186311635 -0.5497602503244723 14.46370672788865 0.1 13.17623626821415 nan 2 nan 23.61672881967057 21.30247348308649 21.614769301372757 2.9059162436471224 0.1184095629079125 1 0.8687774632204959 0.00793535323555172 nan 0.10157650682103951 -0.549273633774371 10.70667729332052
2.942810236877892 nan 6.356375258255768 nan nan nan -5.236155036681396 1.3933952395368157 21.527546582441335 nan 0.8146211754531829 -0.167679099568973 13.0340233810574 0.1 13.44950858905606 nan 1 nan 23.4372705424805 9.54856122213175 3.040174186901872 0.882424652803496 0.9582670782350788 1 0.6539870372615211 2.759443142792906 nan 0.10110039212518371 0.4930075246940193 0.1266917101208359
0.06146915710202208 26.197816689817653 0.0 23.069380662903395 0.9291416060849375 0.30420045386268485 2044.8338504304418 0.28826973067194106 0.059501007504137005 0.4161450779916907 -0.1918786402366297 0.6050157362451125 14.41866846777372 0.1 14.22005092319661 0.2072248083138544 2 0.6510997451725534 24.97382851805169 9.737027314371288 40.0 0.3604906048056549 0.9054499377320646 2 0.2802202878811413 0.04063998998047365 0.11663733172135692 0.1024561857653849 -0.17718124820602393 6.516606208327059
0.15036097080231714 nan 58.27002751238744 nan nan nan 4.312885722526232 0.3596159111525121 3.5025585105361694 nan -0.6183007995021605 -0.1614769234965072 13.20067427391424 0.1 13.60802401789038 nan 2 nan 19.59801394177203 22.72119001955312 10.803507898878756 0.4449634089322479 0.1494230742911687 1 0.311054558388637 0.11494091452780181 nan 0.10280644599922713 -0.44823182704372994 1.526895312304387
0.159095991221914 nan 16.235933899641037 nan nan nan 3.8577687427489877 0.33561856124898143 4.0799733265781 nan -0.309639079504429 0.2857956227480174 13.70298457572465 0.1 13.25776005716506 nan 1 nan 11.59323671845405 24.42539538434257 6.8058820307950425 0.8707836004417988 0.3497206257688745 1 0.9490660846738768 0.12482673849681013 nan 0.10838222044412624 0.2813199758134876 1.28106839491717
0.11529331942433124 nan 58.57605590342216 nan nan nan 0.1424089137448732 0.7879655173199783 1.351004189204622 nan -0.7406740281486948 -0.2135245151518121 14.24886808221759 0.1 13.05185504852617 nan 2 nan 9.843961789340035 22.05039784271889 18.396710741138282 0.3374674207449778 0.778811865002756 1 0.7470713149130033 0.09701758526335671 nan 0.10622482712701928 -0.23203769632425084 2.37753099089472
0.09419080394644923 nan 42.517964272297014 nan nan nan 0.9505138067994494 0.3342118908079398 2.3474082253258017 nan 0.5420620020613831 0.5612855219856023 13.00864067333563 0.1 13.86062014419 nan 2 nan 9.396648151239035 12.67509375861721 13.510760775758484 0.5373572676269575 0.7101832680850562 1 0.2959096801233031 0.07183611417928724 nan 0.10874020610198347 0.5436311912483012 2.24616080596255
0.16565157340150202 57.56830445006596 9.636378232536682 12.752309158837527 0.137672183754181 0.43046677149628887 53.83341211410408 0.40588208304627615 0.0 2.7836436512827074 0.5005104818274826 0.1947931654262725 13.26701890817089 0.1 13.85380262139756 0.11649240557668328 2 0.17453839289659306 19.98803403740916 15.04517333494267 20.99607366423796 0.2 0.1283803894221058 2 0.4108553822931095 0.31620832405077304 0.12648198824883106 0.10641839695163108 0.5476312664003764 2.169459985933204
1.1941283012234831 68.6301266741751 125.0605851824559 5.859814398013523 0.24894639194710008 0.37353257682778934 5.542055033124143 0.8169317447628076 15.222850484802661 9.573083659788972 -0.5686400090964534 -0.08599482976278194 13.21737770125224 0.1 13.3249621136335 0.4625162560162227 2 -0.07734541317665522 20.6466108925257 13.83035946850916 5.293890224208694 0.294950649206591 0.3933607079820926 2 0.7764401708033528 1.0982268768568162 0.7562059416516087 0.10622482712701928 -0.3720802440885708 0.6652148791441194
