TMAX-1 TMAX-2 RMS NCOMP NCOMP_FIT TMAX TKIN1 TKIN2 TKIN1_FIT eTKIN1_FIT TKIN2_FIT eTKIN2_FIT TEX1 TEX2 TEX1_FIT eTEX1_FIT TEX2_FIT eTEX2_FIT VLSR1 VLSR2 VLSR1_FIT eVLSR1_FIT VLSR2_FIT eVLSR2_FIT SIG1 SIG2 SIG1_FIT eSIG1_FIT SIG2_FIT eSIG2_FIT
1.43876113729373 6.101342388622725 0.1 2.0 2.0 1.43876113729373 19.12176714220743 18.64140693827769 25.81492330448631 23.83515286064646 1.0139930227690495 0.2003958736081488 19.12176714220743 18.64140693827769 20.133030332462727 19.705359209756775 7.413207570056817 1.2814939042108762 0.0 1.750990008191583 0.0014427588431794591 1.7491094741183808 0.005782309036508109 0.0017781894180351984 0.1314251022097004 0.2008870135540689 0.13960597363665528 0.2003480782874682 0.005401252388003855 0.0019207663171830858
0.8224390881996879 0.0 0.1 1.0 1.0 0.8224390881996879 9.968838218217137 16.58357488184068 13.363114418986333 1.4580123313778601 0.0 0.0 9.968838218217137 16.58357488184068 21.11065282586277 7.602119936883526 0.0 0.0 0.0 -2.081888015522102 0.009073991110749802 0.015622270397422693 0.0 0.0 0.2231175564879878 0.5497902715298202 0.21969431684324148 0.017604232548967747 0.0 0.0
1.215582065072655 0.0 0.1 1.0 1.0 1.215582065072655 14.16395663070515 9.736347639891697 18.33679461521973 0.5608917228662835 0.0 0.0 14.16395663070515 9.736347639891697 8.283277493128516 8.340495487592824 0.0 0.0 0.0 -2.046149429111679 -0.005731948011167276 0.017393133001651632 0.0 0.0 0.7547587932031525 0.2538747979437536 0.7469927175915276 0.01995422675137298 0.0 0.0
2.73731385113127 0.7294017332671748 0.1 2.0 2.0 2.73731385113127 24.40451321775574 19.70686826006797 23.580168630827064 29.539991371576427 1.2300311840815386 0.4563855499864545 24.40451321775574 19.70686826006797 26.107722680994183 19.804223155667025 8.318102260778742 5.593307259968633 0.0 -2.159453273483419 -2.1861953067739988 -0.004078619375437631 0.02194006993542913 0.004643987994712683 0.3353426175168398 0.4836223734919067 0.4968200076888431 0.33503277894299693 0.025278658416302852 0.005502285956749198
3.338247282453179 0.485915812363962 0.1 2.0 2.0 3.338247282453179 19.20502117152275 19.70400991474395 27.922435633686906 24.066687982003216 2.8978175781794024 0.411301528400319 19.20502117152275 19.70400991474395 13.99762845147116 28.713601642833392 7.93026404900724 4.44698849158448 0.0 -0.3364953619350164 -0.6713917162213016 -0.0005856337399371414 0.1305557552837457 0.0043045152258565185 0.1968147908413388 0.507379736054057 0.35436022743941875 0.19867474478075559 0.09656023375411563 0.005267281744147675
2.567952468942172 3.366946527403257 0.1 2.0 2.0 2.567952468942172 19.62410751387074 21.97164289333623 24.755872707493783 27.340932395720944 0.33259185601880586 0.38733847717538294 19.62410751387074 21.97164289333623 14.986420131079294 25.374942208863537 4.075207283148292 4.684702712780532 0.0 1.274345633047909 0.012665125414772493 1.2785879378060812 0.021012438187761294 0.004624013057484824 0.8165935586003057 0.2917783042608784 0.7976316728746866 0.29336126265282575 0.018463015760706993 0.006928464108698276
2.976848320912488 0.0 0.1 1.0 1.0 2.976848320912488 22.84106763172493 13.39855004929254 27.770025929415382 0.417645030951041 0.0 0.0 22.84106763172493 13.39855004929254 14.631569117045899 4.512156870394446 0.0 0.0 0.0 -1.561169538125062 -0.004558918173189319 0.004207301645031294 0.0 0.0 0.3186544437119537 0.1740322038444954 0.30952743362015206 0.005364743568393387 0.0 0.0
0.4469249675138708 0.0 0.1 1.0 1.0 0.4469249675138708 19.9325643808592 18.04676219091717 30.594052207233204 2.611679070871539 0.0 0.0 19.9325643808592 18.04676219091717 8.223114276150067 8.288919832660806 0.0 0.0 0.0 -2.338370470923283 -0.005998887680540577 0.020433123905100273 0.0 0.0 0.2117658481731569 0.5773774049116599 0.17111883820931795 0.024115277998615386 0.0 0.0
0.4921096471470938 0.0 0.1 1.0 1.0 0.4921096471470938 18.75906799507272 21.73151207693127 26.70931452429634 2.538610598807004 0.0 0.0 18.75906799507272 21.73151207693127 23.385731997197155 7.998925873666009 0.0 0.0 0.0 -1.8825172828924 0.02171168478532337 0.03207762017883038 0.0 0.0 0.3648589357123503 0.2908434805823483 0.37686694918915414 0.03899832831729837 0.0 0.0
0.3913484936804079 0.0 0.1 1.0 1.0 0.3913484936804079 20.96722205219714 20.02675961673017 22.052085022053166 2.885890968574684 0.0 0.0 20.96722205219714 20.02675961673017 20.29166346601458 8.126225104914313 0.0 0.0 0.0 -1.463575260338709 -0.04136916192864426 0.0387785456685544 0.0 0.0 0.2726467025091991 0.1714957682898295 0.29966129606138686 0.049919089440958984 0.0 0.0
0.0976774451425154 0.0 0.1 1.0 1.0 0.0976774451425154 9.834863962091596 20.01156402162307 15.762775667285554 6.233261022943377 0.0 0.0 9.834863962091596 20.01156402162307 23.347867478597014 8.364794173035369 0.0 0.0 0.0 2.123175868388831 0.42253007724839087 0.3748062334251069 0.0 0.0 1.315304037682184 0.1965424953945119 1.5039378693063277 0.23050394064664517 0.0 0.0
